,Fig Index,DOI,Mistake,Fig ID,Journal,Measurand,Absolute/Relative,Measurement Type,Measurand Level I,Measurand Level II,Log transformation
162,10.1021:acsnano.2c12874_zero_fig6,10.1021:acsnano.2c12874,zero,6,acs_nano,T2 signal (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
163,10.1021:acsnano.2c12874_zero_fig7,10.1021:acsnano.2c12874,zero,7,acs_nano,T1 signal (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
164,10.1021:acsnano.3c00041_zero_fig1,10.1021:acsnano.3c00041,zero,1,acs_nano,ATP level (nmol/mg),Absolute,Measured value,Concentration,Concentration,No
165,10.1021:acsnano.3c00227_zero_fig1,10.1021:acsnano.3c00227,zero,1,acs_nano,Size (nm),Absolute,Measured value,Particle diameter,Length,No
166,10.1021:acsnano.3c00227_zero_fig2,10.1021:acsnano.3c00227,zero,2,acs_nano,Zeta potential (mV),Absolute,Measured value,Potential,Others,No
167,10.1021:acsnano.3c00247_zero_fig1,10.1021:acsnano.3c00247,zero,1,acs_nano,d_TM-Cu/d_TM-N (Å),Relative,Ratio,Ratio,Ratio,No
168,10.1021:acsnano.3c00269_zero_fig1,10.1021:acsnano.3c00269,zero,1,acs_nano,AST (U/L),Absolute,Measured value,Concentration,Concentration,No
169,10.1021:acsnano.3c00269_zero_fig2,10.1021:acsnano.3c00269,zero,2,acs_nano,RBC (1e12/L),Absolute,Measured value,Cell count,Count,No
170,10.1021:acsnano.3c00269_zero_fig3,10.1021:acsnano.3c00269,zero,3,acs_nano,WBC (1e9/L),Absolute,Measured value,Cell count,Count,No
171,10.1021:acsnano.3c00269_zero_fig4,10.1021:acsnano.3c00269,zero,4,acs_nano,ALB (g/L),Absolute,Measured value,Concentration,Concentration,No
172,10.1021:acsnano.3c00288_zero_fig1,10.1021:acsnano.3c00288,zero,1,acs_nano,CCL2 (pg/mL),Absolute,Measured value,Concentration,Concentration,No
173,10.1021:acsnano.3c00291_zero_fig1,10.1021:acsnano.3c00291,zero,1,acs_nano,Cell viability (x100%),Relative,Percentage,Cell viability,Percentage,No
174,10.1021:acsnano.3c00345_zero_fig1,10.1021:acsnano.3c00345,zero,1,acs_nano,Zeta potential (mV),Absolute,Measured value,Others,Others,No
175,10.1021:acsnano.3c00350_zero_fig1,10.1021:acsnano.3c00350,zero,1,acs_nano,GSH% in tumor tissue,Relative,Percentage,Cell percentage,Percentage,No
176,10.1021:acsnano.3c00350_zero_fig2,10.1021:acsnano.3c00350,zero,2,acs_nano,GSH% in 4T1 cells,Relative,Percentage,Cell percentage,Percentage,No
177,10.1021:acsnano.3c00363_zero_fig1,10.1021:acsnano.3c00363,zero,1,acs_nano,CD80+ BMDCs (Gated by CD11c+),Relative,Percentage,Cell percentage,Percentage,No
178,10.1021:acsnano.3c00363_zero_fig2,10.1021:acsnano.3c00363,zero,2,acs_nano,CD80+ CD86+ BMDCs (Gated by CD11c+),Relative,Percentage,Cell percentage,Percentage,No
179,10.1021:acsnano.3c00363_zero_fig3,10.1021:acsnano.3c00363,zero,3,acs_nano,CD80+ BMDCs (Gated by CD11c+),Relative,Percentage,Cell percentage,Percentage,No
180,10.1021:acsnano.3c00392_zero_fig1,10.1021:acsnano.3c00392,zero,1,acs_nano,Temperature (°C),Relative,Measured value,Temperature,Temperature,No
181,10.1021:acsnano.3c00422_zero_fig1,10.1021:acsnano.3c00422,zero,1,acs_nano,Fold change,Relative,Ratio,Ratio,Ratio,No
182,10.1021:acsnano.3c00649_zero_fig1,10.1021:acsnano.3c00649,zero,1,acs_nano,CD80+ CD86+ DC cells (%),Relative,Percentage,Cell percentage,Percentage,No
183,10.1021:acsnano.3c00694_zero_fig1,10.1021:acsnano.3c00694,zero,1,acs_nano,Mean fluorescence intensity (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
184,10.1021:acsnano.3c00804_zero_fig1,10.1021:acsnano.3c00804,zero,1,acs_nano,CD3+ CD8+ T cells in abscopal tumores (%),Relative,Percentage,Cell percentage,Percentage,No
185,10.1021:acsnano.3c00804_zero_fig10,10.1021:acsnano.3c00804,zero,10,acs_nano,CD3+ CD8+ T cells (%),Relative,Percentage,Cell percentage,Percentage,No
186,10.1021:acsnano.3c00804_zero_fig2,10.1021:acsnano.3c00804,zero,2,acs_nano,CD3+ CD8+ T cells in primary tumores (%),Relative,Percentage,Cell percentage,Percentage,No
187,10.1021:acsnano.3c00804_zero_fig20,10.1021:acsnano.3c00804,zero,20,acs_nano,Effector T cells (%),Relative,Percentage,Cell percentage,Percentage,No
188,10.1021:acsnano.3c00804_zero_fig21,10.1021:acsnano.3c00804,zero,21,acs_nano,Phagocytosis (%),Relative,Percentage,Percentage,Percentage,No
189,10.1021:acsnano.3c00804_zero_fig22,10.1021:acsnano.3c00804,zero,22,acs_nano,CD11b+ F4/80+ CD 206+ TAMs (M2) (%),Relative,Percentage,Cell percentage,Percentage,No
190,10.1021:acsnano.3c00804_zero_fig23,10.1021:acsnano.3c00804,zero,23,acs_nano,CD11b+ F4/80+ CD 206+ TAMs (M1) (%),Relative,Percentage,Cell percentage,Percentage,No
191,10.1021:acsnano.3c00804_zero_fig24,10.1021:acsnano.3c00804,zero,24,acs_nano,Phagocytosis (%),Relative,Percentage,Percentage,Percentage,No
192,10.1021:acsnano.3c00804_zero_fig3,10.1021:acsnano.3c00804,zero,3,acs_nano,Phagocytosis (%),Relative,Percentage,Percentage,Percentage,No
193,10.1021:acsnano.3c00804_zero_fig4,10.1021:acsnano.3c00804,zero,4,acs_nano,CD11b+ F4/80+ CD86+ TAMs (M1) (%),Relative,Percentage,Cell percentage,Percentage,No
194,10.1021:acsnano.3c00804_zero_fig5,10.1021:acsnano.3c00804,zero,5,acs_nano,CD11b+ F4/80+ CD86+ TAMs (M2) (%),Relative,Percentage,Cell percentage,Percentage,No
195,10.1021:acsnano.3c00804_zero_fig6,10.1021:acsnano.3c00804,zero,6,acs_nano,Phagocytosis (%),Relative,Percentage,Percentage,Percentage,No
196,10.1021:acsnano.3c00804_zero_fig7,10.1021:acsnano.3c00804,zero,7,acs_nano,CD24 expression in 4T1 cells (MFI x1e5),Relative,Percentage,Percentage,Percentage,No
197,10.1021:acsnano.3c00804_zero_fig8,10.1021:acsnano.3c00804,zero,8,acs_nano,CD3+ CD8+ T cells in spleens (%),Relative,Percentage,Cell percentage,Percentage,No
198,10.1021:acsnano.3c00804_zero_fig9,10.1021:acsnano.3c00804,zero,9,acs_nano,Granzyme B+ CD3+ CD8+ T cells (%),Relative,Percentage,Cell percentage,Percentage,No
199,10.1021:acsnano.3c00875_zero_fig1,10.1021:acsnano.3c00875,zero,1,acs_nano,AUC value (of T2D),Absolute,Measured value,Constant,Constant,No
200,10.1021:acsnano.3c00922_zero_fig1,10.1021:acsnano.3c00922,zero,1,acs_nano,AUC,Absolute,Measured value,Constant,Constant,No
201,10.1021:acsnano.3c00922_zero_fig2,10.1021:acsnano.3c00922,zero,2,acs_nano,AUC,Absolute,Measured value,Constant,Constant,No
202,10.1021:acsnano.3c00941_zero_fig1,10.1021:acsnano.3c00941,zero,1,acs_nano,CD4+ T_CM cells (%),Relative,Percentage,Cell percentage,Percentage,No
203,10.1021:acsnano.3c00941_zero_fig2,10.1021:acsnano.3c00941,zero,2,acs_nano,CD8+ T_CM cells (%),Relative,Percentage,Cell percentage,Percentage,No
204,10.1021:acsnano.3c00941_zero_fig3,10.1021:acsnano.3c00941,zero,3,acs_nano,CD3+ CD8+ T_CM cells (%),Relative,Percentage,Cell percentage,Percentage,No
205,10.1021:acsnano.3c00941_zero_fig4,10.1021:acsnano.3c00941,zero,4,acs_nano,CD3+ CD4+ T_CM cells (%),Relative,Percentage,Cell percentage,Percentage,No
206,10.1021:acsnano.3c00941_zero_fig5,10.1021:acsnano.3c00941,zero,5,acs_nano,Mature DCs (%),Relative,Percentage,Cell percentage,Percentage,No
207,10.1021:acsnano.3c00991_zero_fig1,10.1021:acsnano.3c00991,zero,1,acs_nano,Size (d.nm),Absolute,Measured value,Particle diameter,Length,No
208,10.1021:acsnano.3c01064_zero_fig1,10.1021:acsnano.3c01064,zero,1,acs_nano,% of biofilm inhibition,Relative,Percentage,Percentage,Percentage,No
209,10.1021:acsnano.3c01064_zero_fig2,10.1021:acsnano.3c01064,zero,2,acs_nano,Carbohydrate concentration (mg/mL),Absolute,Measured value,Concentration,Concentration,No
210,10.1021:acsnano.3c01140_zero_fig1,10.1021:acsnano.3c01140,zero,1,acs_nano,Average radiant efficiency (p/s/cm2/sr/µW/cm2) / (µW/cm2),Absolute,Measured value,Radiant efficiency,Fluorescence,No
211,10.1021:acsnano.3c01140_zero_fig2,10.1021:acsnano.3c01140,zero,2,acs_nano,Size (nm),Absolute,Measured value,Particle diameter,Length,No
212,10.1021:acsnano.3c01140_zero_fig3,10.1021:acsnano.3c01140,zero,3,acs_nano,Size (nm),Absolute,Measured value,Particle diameter,Length,No
213,10.1021:acsnano.3c01308_zero_fig1,10.1021:acsnano.3c01308,zero,1,acs_nano,CFU (x1e7),Absolute,Measured value,Titer,Concentration,No
214,10.1021:acsnano.3c01308_zero_fig2,10.1021:acsnano.3c01308,zero,2,acs_nano,Colony counts (log10 CFU),Absolute,Measured value,Titer,Concentration,10
215,10.1021:acsnano.3c01446_zero_fig1,10.1021:acsnano.3c01446,zero,1,acs_nano,Average diameter (nm),Absolute,Measured value,Particle diameter,Length,No
216,10.1021:acsnano.3c01497_zero_fig1,10.1021:acsnano.3c01497,zero,1,acs_nano,MFI (%),Relative,Calculated value,Relative luminescence,Fluorescence,No
217,10.1021:acsnano.3c01497_zero_fig2,10.1021:acsnano.3c01497,zero,2,acs_nano,Wound area (% of initial),Relative,Percentage,Percentage,Percentage,No
218,10.1021:acsnano.3c01527_zero_fig1,10.1021:acsnano.3c01527,zero,1,acs_nano,CD3+ CD4+ T cells (%),Relative,Percentage,Cell percentage,Percentage,No
219,10.1021:acsnano.3c01527_zero_fig2,10.1021:acsnano.3c01527,zero,2,acs_nano,CD3+ CD8+ T cells (%),Relative,Percentage,Cell percentage,Percentage,No
220,10.1021:acsnano.3c01534_zero_fig1,10.1021:acsnano.3c01534,zero,1,acs_nano,D14 fractional shortening (%),Relative,Percentage,Percentage,Percentage,No
221,10.1021:acsnano.3c01534_zero_fig2,10.1021:acsnano.3c01534,zero,2,acs_nano,D14 fractional shortening (%),Relative,Percentage,Percentage,Percentage,No
222,10.1021:acsnano.3c01534_zero_fig3,10.1021:acsnano.3c01534,zero,3,acs_nano,Total tube length,Absolute,Measured value,Length,Length,No
223,10.1021:acsnano.3c01534_zero_fig4,10.1021:acsnano.3c01534,zero,4,acs_nano,Relative miR loading (normalized to sEV),Relative,Ratio,Ratio,Ratio,No
224,10.1021:acsnano.3c01645_zero_fig1,10.1021:acsnano.3c01645,zero,1,acs_nano,% CD44^hi CD62L^lo of CD8+,Relative,Percentage,Percentage,Percentage,No
225,10.1021:acsnano.3c01792_zero_fig1,10.1021:acsnano.3c01792,zero,1,acs_nano,ATP production (% control),Relative,Percentage,Percentage,Percentage,No
226,10.1021:acsnano.3c01792_zero_fig2,10.1021:acsnano.3c01792,zero,2,acs_nano,O2- content (% control),Relative,Percentage,Percentage,Percentage,No
227,10.1021:acsnano.3c01792_zero_fig3,10.1021:acsnano.3c01792,zero,3,acs_nano,SOD activity (% control),Relative,Percentage,Percentage,Percentage,No
228,10.1021:acsnano.3c01912_zero_fig1,10.1021:acsnano.3c01912,zero,1,acs_nano,IL-6 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
229,10.1021:acsnano.3c01912_zero_fig2,10.1021:acsnano.3c01912,zero,2,acs_nano,CD4+ in CD3+ cells (%),Relative,Percentage,Percentage,Percentage,No
230,10.1021:acsnano.3c01912_zero_fig3,10.1021:acsnano.3c01912,zero,3,acs_nano,CD8+ in CD3+ cells (%),Relative,Percentage,Percentage,Percentage,No
231,10.1021:acsnano.3c01912_zero_fig4,10.1021:acsnano.3c01912,zero,4,acs_nano,MHC II in CD11c+ cells (%),Relative,Percentage,Percentage,Percentage,No
232,10.1021:acsnano.3c01940_zero_fig1,10.1021:acsnano.3c01940,zero,1,acs_nano,Bone crest to CEJ (µm),Absolute,Measured value,Length,Length,No
233,10.1021:acsnano.3c01940_zero_fig2,10.1021:acsnano.3c01940,zero,2,acs_nano,Relative fluorescence intensity,Relative,Calculated value,Relative luminescence,Fluorescence,No
234,10.1021:acsnano.3c01940_zero_fig3,10.1021:acsnano.3c01940,zero,3,acs_nano,Eradication ratio (%),Relative,Percentage,Percentage,Percentage,No
235,10.1021:acsnano.3c01940_zero_fig4,10.1021:acsnano.3c01940,zero,4,acs_nano,Antibacterial rate (%),Relative,Percentage,Percentage,Percentage,No
236,10.1021:acsnano.3c01940_zero_fig5,10.1021:acsnano.3c01940,zero,5,acs_nano,Antibacterial rate (%),Relative,Percentage,Percentage,Percentage,No
237,10.1021:acsnano.3c01940_zero_fig6,10.1021:acsnano.3c01940,zero,6,acs_nano,Antibacterial rate (%),Relative,Percentage,Percentage,Percentage,No
238,10.1021:acsnano.3c01940_zero_fig7,10.1021:acsnano.3c01940,zero,7,acs_nano,Antibacterial rate (%),Relative,Percentage,Percentage,Percentage,No
239,10.1021:acsnano.3c01973_zero_fig1,10.1021:acsnano.3c01973,zero,1,acs_nano,Counts,Absolute,Measured value,Count,Count,No
240,10.1021:acsnano.3c02050_zero_fig1,10.1021:acsnano.3c02050,zero,1,acs_nano,N copies/g (log10),Absolute,Measured value,Count,Count,10
241,10.1021:acsnano.3c02075_zero_fig1,10.1021:acsnano.3c02075,zero,1,acs_nano,Fluorescence intensity (x1e3),Relative,Calculated value,Relative luminescence,Fluorescence,No
242,10.1021:acsnano.3c02099_zero_fig1,10.1021:acsnano.3c02099,zero,1,acs_nano,Temperature (°C),Relative,Measured value,Temperature,Temperature,No
243,10.1021:acsnano.3c02148_zero_fig1,10.1021:acsnano.3c02148,zero,1,acs_nano,Fluorescence intensity (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
244,10.1021:acsnano.3c02148_zero_fig2,10.1021:acsnano.3c02148,zero,2,acs_nano,Fluorescence intensity (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
245,10.1021:acsnano.3c02154_zero_fig1,10.1021:acsnano.3c02154,zero,1,acs_nano,"Focusing parameter, I",Absolute,Measured value,Constant,Constant,No
246,10.1021:acsnano.3c02265_zero_fig1,10.1021:acsnano.3c02265,zero,1,acs_nano,T2 (ms)/T2^0 (ms),Relative,Ratio,Ratio,Ratio,No
247,10.1021:acsnano.3c02272_zero_fig1,10.1021:acsnano.3c02272,zero,1,acs_nano,CD8+ in CD3+ cells (%),Relative,Percentage,Percentage,Percentage,No
248,10.1021:acsnano.3c02309_zero_fig1,10.1021:acsnano.3c02309,zero,1,acs_nano,Antigen loading efficiency (%),Relative,Percentage,Percentage,Percentage,No
249,10.1021:acsnano.3c02373_zero_fig1,10.1021:acsnano.3c02373,zero,1,acs_nano,CD11c+/Cy5+ (%),Relative,Percentage,Cell percentage,Percentage,No
250,10.1021:acsnano.3c02373_zero_fig2,10.1021:acsnano.3c02373,zero,2,acs_nano,CD11b+/Cy5+ (%),Relative,Percentage,Cell percentage,Percentage,No
251,10.1021:acsnano.3c02373_zero_fig3,10.1021:acsnano.3c02373,zero,3,acs_nano,CD80+CD86+ BMDCs (%),Relative,Percentage,Cell percentage,Percentage,No
252,10.1021:acsnano.3c02428_zero_fig1,10.1021:acsnano.3c02428,zero,1,acs_nano,%CD25+ (of Treg cells) in primary tumors,Relative,Percentage,Cell percentage,Percentage,No
253,10.1021:acsnano.3c02428_zero_fig2,10.1021:acsnano.3c02428,zero,2,acs_nano,%CTA-5+ (of Treg cells) in primary tumors,Relative,Percentage,Cell percentage,Percentage,No
254,10.1021:acsnano.3c02428_zero_fig3,10.1021:acsnano.3c02428,zero,3,acs_nano,HMGB1 release (ng/mL),Absolute,Measured value,Concentration,Concentration,No
255,10.1021:acsnano.3c02537_zero_fig1,10.1021:acsnano.3c02537,zero,1,acs_nano,I_ac(max) (pA),Absolute,Measured value,Others,Others,No
256,10.1021:acsnano.3c02592_zero_fig1,10.1021:acsnano.3c02592,zero,1,acs_nano,CD44+ and CD62L+ in CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
257,10.1021:acsnano.3c02592_zero_fig10,10.1021:acsnano.3c02592,zero,10,acs_nano,TNF-alpha (%),Relative,Percentage,Percentage,Percentage,No
258,10.1021:acsnano.3c02592_zero_fig11,10.1021:acsnano.3c02592,zero,11,acs_nano,CCL22 (%),Relative,Percentage,Percentage,Percentage,No
259,10.1021:acsnano.3c02592_zero_fig12,10.1021:acsnano.3c02592,zero,12,acs_nano,CD80 and CD86 in DCs (%),Relative,Percentage,Percentage,Percentage,No
260,10.1021:acsnano.3c02592_zero_fig13,10.1021:acsnano.3c02592,zero,13,acs_nano,ATP (%),Relative,Percentage,Percentage,Percentage,No
261,10.1021:acsnano.3c02592_zero_fig14,10.1021:acsnano.3c02592,zero,14,acs_nano,H2O2 (%),Relative,Percentage,Percentage,Percentage,No
262,10.1021:acsnano.3c02592_zero_fig2,10.1021:acsnano.3c02592,zero,2,acs_nano,CD44+ and CD62L- in CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
263,10.1021:acsnano.3c02592_zero_fig3,10.1021:acsnano.3c02592,zero,3,acs_nano,INF-gamma (%),Relative,Percentage,Percentage,Percentage,No
264,10.1021:acsnano.3c02592_zero_fig4,10.1021:acsnano.3c02592,zero,4,acs_nano,TNF-alpha (%),Relative,Percentage,Percentage,Percentage,No
265,10.1021:acsnano.3c02592_zero_fig5,10.1021:acsnano.3c02592,zero,5,acs_nano,INF-gamma (%),Relative,Percentage,Percentage,Percentage,No
266,10.1021:acsnano.3c02592_zero_fig6,10.1021:acsnano.3c02592,zero,6,acs_nano,Perforin in CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
267,10.1021:acsnano.3c02592_zero_fig7,10.1021:acsnano.3c02592,zero,7,acs_nano,Granzyme B in CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
268,10.1021:acsnano.3c02592_zero_fig8,10.1021:acsnano.3c02592,zero,8,acs_nano,CD4+ in CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
269,10.1021:acsnano.3c02592_zero_fig9,10.1021:acsnano.3c02592,zero,9,acs_nano,Proliferation of CAR T cells (%),Relative,Percentage,Percentage,Percentage,No
270,10.1021:acsnano.3c02646_zero_fig1,10.1021:acsnano.3c02646,zero,1,acs_nano,Histological score,Relative,Calculated value,Index,Constant,No
271,10.1021:acsnano.3c02646_zero_fig2,10.1021:acsnano.3c02646,zero,2,acs_nano,DAI score of day 9,Relative,Calculated value,Index,Constant,No
272,10.1021:acsnano.3c02646_zero_fig3,10.1021:acsnano.3c02646,zero,3,acs_nano,Body weight of day 9 (%),Absolute,Measured value,Mass,Mass,No
273,10.1021:acsnano.3c02646_zero_fig4,10.1021:acsnano.3c02646,zero,4,acs_nano,log bacterial counts,Absolute,Measured value,Cell count,Count,10
274,10.1021:acsnano.3c02657_zero_fig1,10.1021:acsnano.3c02657,zero,1,acs_nano,CD86/CD206,Relative,Ratio,Ratio,Ratio,No
275,10.1021:acsnano.3c02781_zero_fig1,10.1021:acsnano.3c02781,zero,1,acs_nano,Delivery efficiency (%ID/g),Relative,Percentage,Percentage,Percentage,No
276,10.1021:acsnano.3c02781_zero_fig2,10.1021:acsnano.3c02781,zero,2,acs_nano,Normalized concentration of TNF-alpha,Relative,Ratio,Ratio,Ratio,No
277,10.1021:acsnano.3c02781_zero_fig3,10.1021:acsnano.3c02781,zero,3,acs_nano,Normalized concentration of IL-6,Relative,Ratio,Ratio,Ratio,No
278,10.1021:acsnano.3c02914_zero_fig1,10.1021:acsnano.3c02914,zero,1,acs_nano,Size (nm),Absolute,Measured value,Particle diameter,Length,No
279,10.1021:acsnano.3c02914_zero_fig2,10.1021:acsnano.3c02914,zero,2,acs_nano,Colon length (cm),Absolute,Measured value,Colon length,Length,No
280,10.1021:acsnano.3c02914_zero_fig3,10.1021:acsnano.3c02914,zero,3,acs_nano,Colon length (cm),Absolute,Measured value,Colon length,Length,No
281,10.1021:acsnano.3c02914_zero_fig4,10.1021:acsnano.3c02914,zero,4,acs_nano,Zeta potential (mV),Absolute,Measured value,Potential,Others,No
282,10.1021:acsnano.3c02944_zero_fig1,10.1021:acsnano.3c02944,zero,1,acs_nano,Average gray value,Absolute,Measured value,Constant,Constant,No
283,10.1021:acsnano.3c02944_zero_fig2,10.1021:acsnano.3c02944,zero,2,acs_nano,Average gray value,Absolute,Measured value,Constant,Constant,No
284,10.1021:acsnano.3c02944_zero_fig3,10.1021:acsnano.3c02944,zero,3,acs_nano,Average gray value (gray value/pixel2),Absolute,Measured value,Constant,Constant,No
285,10.1021:acsnano.3c02944_zero_fig4,10.1021:acsnano.3c02944,zero,4,acs_nano,Average gray value (gray value/pixel2),Absolute,Measured value,Constant,Constant,No
286,10.1021:acsnano.3c02944_zero_fig5,10.1021:acsnano.3c02944,zero,5,acs_nano,Enrichment index (delta m/m%),Relative,Percentage,Percentage,Percentage,No
287,10.1021:acsnano.3c02985_zero_fig1,10.1021:acsnano.3c02985,zero,1,acs_nano,Foxp3+ Treg among CD4+ T cells (%),Relative,Percentage,Percentage,Percentage,No
288,10.1021:acsnano.3c02985_zero_fig10,10.1021:acsnano.3c02985,zero,10,acs_nano,CD31 fluorescence intensity,Relative,Calculated value,Relative luminescence,Fluorescence,No
289,10.1021:acsnano.3c02985_zero_fig11,10.1021:acsnano.3c02985,zero,11,acs_nano,Relative wound healing rate (%),Relative,Percentage,Percentage,Percentage,No
290,10.1021:acsnano.3c02985_zero_fig12,10.1021:acsnano.3c02985,zero,12,acs_nano,Migrated cells per field,Absolute,Measured value,Cell count,Count,No
291,10.1021:acsnano.3c02985_zero_fig13,10.1021:acsnano.3c02985,zero,13,acs_nano,% of TAMs,Relative,Percentage,Cell percentage,Percentage,No
292,10.1021:acsnano.3c02985_zero_fig14,10.1021:acsnano.3c02985,zero,14,acs_nano,Phagocytosis (%),Relative,Percentage,Percentage,Percentage,No
293,10.1021:acsnano.3c02985_zero_fig15,10.1021:acsnano.3c02985,zero,15,acs_nano,CD44^Hi CD62L^Hi of CD4+ T cells (%),Relative,Percentage,Percentage,Percentage,No
294,10.1021:acsnano.3c02985_zero_fig16,10.1021:acsnano.3c02985,zero,16,acs_nano,Specific killing (%),Relative,Percentage,Percentage,Percentage,No
295,10.1021:acsnano.3c02985_zero_fig17,10.1021:acsnano.3c02985,zero,17,acs_nano,IFN-gamma+ of CD8+ T cells (%),Relative,Percentage,Percentage,Percentage,No
296,10.1021:acsnano.3c02985_zero_fig18,10.1021:acsnano.3c02985,zero,18,acs_nano,IFN-gamma+ of CD4+ T cells (%),Relative,Percentage,Percentage,Percentage,No
297,10.1021:acsnano.3c02985_zero_fig19,10.1021:acsnano.3c02985,zero,19,acs_nano,CD86+ SIINFEKL H-2K^b+ of DCs in MLN (%),Relative,Percentage,Cell percentage,Percentage,No
298,10.1021:acsnano.3c02985_zero_fig2,10.1021:acsnano.3c02985,zero,2,acs_nano,CD3+ CD4+ T cells in tumor (%),Relative,Percentage,Cell percentage,Percentage,No
299,10.1021:acsnano.3c02985_zero_fig20,10.1021:acsnano.3c02985,zero,20,acs_nano,CD86+ SIINFEKL H-2K^b+ of macrophages in MLN (%),Relative,Percentage,Cell percentage,Percentage,No
300,10.1021:acsnano.3c02985_zero_fig21,10.1021:acsnano.3c02985,zero,21,acs_nano,SIINFEKL H-2K^b+ BMDM (%),Relative,Percentage,Cell percentage,Percentage,No
